time,COMPEMNT,,
7.35,8.11453,54.61453,54.61453
7.36,7.97797,54.47797,54.47797
7.37,7.97797,54.47797,54.47797
7.38,7.97797,54.47797,54.47797
7.39,7.97797,54.47797,54.47797
7.4,7.97797,54.47797,54.47797
7.41,7.95412,54.45412,54.45412
7.42,7.95412,54.45412,54.45412
7.43,7.95412,54.45412,54.45412
7.44,7.95412,54.45412,54.45412
7.45,7.95412,54.45412,54.45412
7.46,7.82637,54.32637,54.32637
7.47,7.82637,54.32637,54.32637
7.48,7.82637,54.32637,54.32637
7.49,7.82637,54.32637,54.32637
7.5,7.82637,54.32637,54.32637
7.51,7.76458,54.26458,54.26458
7.52,7.76458,54.26458,54.26458
7.53,7.76458,54.26458,54.26458
7.54,7.76458,54.26458,54.26458
7.55,7.76458,54.26458,54.26458
7.56,7.60576,54.10576,54.10576
7.57,7.60576,54.10576,54.10576
7.58,7.60576,54.10576,54.10576
7.59,7.60576,54.10576,54.10576
7.6,7.60576,54.10576,54.10576
7.61,7.62367,54.12367,54.12367
7.62,7.62367,54.12367,54.12367
7.63,7.62367,54.12367,54.12367
7.64,7.62367,54.12367,54.12367
7.65,7.62367,54.12367,54.12367
7.66,7.60772,54.10772,54.10772
7.67,7.60772,54.10772,54.10772
7.68,7.60772,54.10772,54.10772
7.69,7.60772,54.10772,54.10772
7.7,7.60772,54.10772,54.10772
7.71,7.4713,53.9713,53.9713
7.72,7.4713,53.9713,53.9713
7.73,7.4713,53.9713,53.9713
7.74,7.4713,53.9713,53.9713
7.75,7.4713,53.9713,53.9713
7.76,7.38303,53.88303,53.88303
7.77,7.38303,53.88303,53.88303
7.78,7.38303,53.88303,53.88303
7.79,7.38303,53.88303,53.88303
7.8,7.38303,53.88303,53.88303
7.81,7.40554,53.90554,53.90554
7.82,7.40554,53.90554,53.90554
7.83,7.40554,53.90554,53.90554
7.84,7.40554,53.90554,53.90554
7.85,7.34243,53.84243,53.84243
7.86,7.34243,53.84243,53.84243
7.87,7.34243,53.84243,53.84243
7.88,7.34243,53.84243,53.84243
7.89,7.34243,53.84243,53.84243
7.9,7.2537,53.7537,53.7537
7.91,7.2537,53.7537,53.7537
7.92,7.2537,53.7537,53.7537
7.93,7.2537,53.7537,53.7537
7.94,7.2537,53.7537,53.7537
7.95,7.2537,53.7537,53.7537
7.96,7.24204,53.74204,53.74204
7.97,7.24204,53.74204,53.74204
7.98,7.24204,53.74204,53.74204
7.99,7.24204,53.74204,53.74204
8,7.24204,53.74204,53.74204
8.01,7.17843,53.67843,53.67843
8.02,7.17843,53.67843,53.67843
8.03,7.17843,53.67843,53.67843
8.04,7.17843,53.67843,53.67843
8.05,7.17843,53.67843,53.67843
8.06,7.07405,53.57405,53.57405
8.07,7.07405,53.57405,53.57405
8.08,7.07405,53.57405,53.57405
8.09,7.07405,53.57405,53.57405
8.1,7.07405,53.57405,53.57405
8.11,7.07405,53.57405,53.57405
8.12,7.06851,53.56851,53.56851
8.13,7.06851,53.56851,53.56851
8.14,7.06851,53.56851,53.56851
8.15,7.06851,53.56851,53.56851
8.16,7.06851,53.56851,53.56851
8.17,7.02917,53.52917,53.52917
8.18,7.02917,53.52917,53.52917
8.19,7.02917,53.52917,53.52917
8.2,7.02917,53.52917,53.52917
8.21,7.02917,53.52917,53.52917
8.22,7.02917,53.52917,53.52917
8.23,6.90203,53.40203,53.40203
8.24,6.90203,53.40203,53.40203
8.25,6.90203,53.40203,53.40203
8.26,6.90203,53.40203,53.40203
8.27,6.90203,53.40203,53.40203
8.28,6.90203,53.40203,53.40203
8.29,6.85845,53.35845,53.35845
8.3,6.85845,53.35845,53.35845
8.31,6.85845,53.35845,53.35845
8.32,6.85845,53.35845,53.35845
8.33,6.85845,53.35845,53.35845
8.34,6.85845,53.35845,53.35845
8.35,6.85845,53.35845,53.35845
8.36,6.88977,53.38977,53.38977
8.37,6.88977,53.38977,53.38977
8.38,6.88977,53.38977,53.38977
8.39,6.88977,53.38977,53.38977
8.4,6.88977,53.38977,53.38977
8.41,6.82168,53.32168,53.32168
8.42,6.82168,53.32168,53.32168
8.43,6.82168,53.32168,53.32168
8.44,6.82168,53.32168,53.32168
8.45,6.82168,53.32168,53.32168
8.46,6.82168,53.32168,53.32168
8.47,6.78665,53.28665,53.28665
8.48,6.78665,53.28665,53.28665
8.49,6.78665,53.28665,53.28665
8.5,6.78665,53.28665,53.28665
8.51,6.78665,53.28665,53.28665
8.52,6.74407,53.24407,53.24407
8.53,6.74407,53.24407,53.24407
8.54,6.74407,53.24407,53.24407
8.55,6.74407,53.24407,53.24407
8.56,6.74407,53.24407,53.24407
8.57,6.74407,53.24407,53.24407
8.58,6.74407,53.24407,53.24407
8.59,6.74407,53.24407,53.24407
8.6,6.74407,53.24407,53.24407
8.61,6.74407,53.24407,53.24407
8.62,6.73917,53.23917,53.23917
8.63,6.73917,53.23917,53.23917
8.64,6.73917,53.23917,53.23917
8.65,6.73917,53.23917,53.23917
8.66,6.73917,53.23917,53.23917
8.67,6.73917,53.23917,53.23917
8.68,6.73917,53.23917,53.23917
8.69,6.73917,53.23917,53.23917
8.7,6.73917,53.23917,53.23917
8.71,6.73917,53.23917,53.23917
8.72,6.7404,53.2404,53.2404
8.73,6.7404,53.2404,53.2404
8.74,6.7404,53.2404,53.2404
8.75,6.7404,53.2404,53.2404
8.76,6.7404,53.2404,53.2404
8.77,6.7404,53.2404,53.2404
8.78,6.7404,53.2404,53.2404
8.79,6.7404,53.2404,53.2404
8.8,6.7404,53.2404,53.2404
8.81,6.7404,53.2404,53.2404
8.82,6.76066,53.26066,53.26066
8.83,6.76066,53.26066,53.26066
8.84,6.76066,53.26066,53.26066
8.85,6.76066,53.26066,53.26066
8.86,6.76066,53.26066,53.26066
8.87,6.76066,53.26066,53.26066
8.88,6.76066,53.26066,53.26066
8.89,6.76066,53.26066,53.26066
8.9,6.76066,53.26066,53.26066
8.91,6.76066,53.26066,53.26066
8.92,6.65658,53.15658,53.15658
8.93,6.65658,53.15658,53.15658
8.94,6.65658,53.15658,53.15658
8.95,6.65658,53.15658,53.15658
8.96,6.65658,53.15658,53.15658
8.97,6.65658,53.15658,53.15658
8.98,6.65658,53.15658,53.15658
8.99,6.65658,53.15658,53.15658
9,6.65658,53.15658,53.15658
9.01,6.65658,53.15658,53.15658
9.02,6.64196,53.14196,53.14196
9.03,6.64196,53.14196,53.14196
9.04,6.64196,53.14196,53.14196
9.05,6.64196,53.14196,53.14196
9.06,6.64196,53.14196,53.14196
9.07,6.64196,53.14196,53.14196
9.08,6.64196,53.14196,53.14196
9.09,6.64196,53.14196,53.14196
9.1,6.64196,53.14196,53.14196
9.11,6.64196,53.14196,53.14196
9.12,6.60645,53.10645,53.10645
9.13,6.60645,53.10645,53.10645
9.14,6.60645,53.10645,53.10645
9.15,6.60645,53.10645,53.10645
9.16,6.60645,53.10645,53.10645
9.17,6.60645,53.10645,53.10645
9.18,6.60645,53.10645,53.10645
9.19,6.60645,53.10645,53.10645
9.2,6.60645,53.10645,53.10645
9.21,6.60645,53.10645,53.10645
9.22,6.57882,53.07882,53.07882
9.23,6.57882,53.07882,53.07882
9.24,6.57882,53.07882,53.07882
9.25,6.57882,53.07882,53.07882
9.26,6.57882,53.07882,53.07882
9.27,6.57882,53.07882,53.07882
9.28,6.57882,53.07882,53.07882
9.29,6.57882,53.07882,53.07882
9.3,6.57882,53.07882,53.07882
9.31,6.57882,53.07882,53.07882
9.32,6.56033,53.06033,53.06033
9.33,6.56033,53.06033,53.06033
9.34,6.56033,53.06033,53.06033
9.35,6.56033,53.06033,53.06033
9.36,6.56033,53.06033,53.06033
9.37,6.56033,53.06033,53.06033
9.38,6.56033,53.06033,53.06033
9.39,6.56033,53.06033,53.06033
9.4,6.56033,53.06033,53.06033
9.41,6.56033,53.06033,53.06033
9.42,6.62928,53.12928,53.02928
9.43,6.62928,53.12928,53.02928
9.44,6.66034,53.16034,53.06034
9.45,6.66034,53.16034,53.06034
9.46,6.66034,53.16034,53.06034
9.47,6.66034,53.16034,53.06034
9.48,6.66034,53.16034,53.06034
9.49,6.66034,53.16034,53.06034
9.5,6.66034,53.16034,53.06034
9.51,6.66034,53.16034,53.06034
9.52,6.66034,53.16034,53.06034
9.53,6.66034,53.16034,53.06034
9.54,6.71984,53.21984,53.01984
9.55,6.71984,53.21984,53.01984
9.56,6.71984,53.21984,53.01984
9.57,6.71984,53.21984,53.01984
9.58,6.71984,53.21984,53.01984
9.59,6.71984,53.21984,53.01984
9.6,6.71984,53.21984,53.01984
9.61,6.71984,53.21984,53.01984
9.62,6.71984,53.21984,53.01984
9.63,6.71984,53.21984,53.01984
9.64,6.66263,53.16263,52.96263
9.65,6.66263,53.16263,53.06263
9.66,6.66263,53.16263,53.06263
9.67,6.66263,53.16263,53.06263
9.68,6.66263,53.16263,53.06263
9.69,6.66263,53.16263,53.06263
9.7,6.66263,53.16263,53.06263
9.71,6.66263,53.16263,53.06263
9.72,6.66263,53.16263,53.06263
9.73,6.66263,53.16263,53.06263
9.74,6.64486,53.14486,53.14486
9.75,6.64486,53.14486,53.14486
9.76,6.64486,53.14486,53.14486
9.77,6.64486,53.14486,53.14486
9.78,6.64486,53.14486,53.14486
9.79,6.64486,53.14486,53.14486
9.8,6.64486,53.14486,53.14486
9.81,6.64486,53.14486,53.14486
9.82,6.64486,53.14486,53.14486
9.83,6.64486,53.14486,53.14486
9.84,6.7201,53.2201,53.2201
9.85,6.7201,53.2201,53.2201
9.86,6.7201,53.2201,53.2201
9.87,6.7201,53.2201,53.2201
9.88,6.7201,53.2201,53.2201
9.89,6.7201,53.2201,53.2201
9.9,6.7201,53.2201,53.2201
9.91,6.7201,53.2201,53.2201
9.92,6.7201,53.2201,53.2201
9.93,6.7201,53.2201,53.2201
9.94,6.76534,53.26534,53.26534
9.95,6.76534,53.26534,53.26534
9.96,6.76534,53.26534,53.26534
9.97,6.76534,53.26534,53.26534
9.98,6.76534,53.26534,53.26534
9.99,6.76534,53.26534,53.26534
10,6.76534,53.26534,53.26534
10.01,6.76534,53.26534,53.26534
10.02,6.76534,53.26534,53.26534
10.03,6.76534,53.26534,53.26534
10.04,6.62793,53.12793,53.12793
10.05,6.62793,53.12793,53.12793
10.06,6.62793,53.12793,53.12793
10.07,6.62793,53.12793,53.12793
10.08,6.62793,53.12793,53.12793
10.09,6.62793,53.12793,53.12793
10.1,6.62793,53.12793,53.12793
10.11,6.62793,53.12793,53.12793
10.12,6.62793,53.12793,53.12793
10.13,6.62793,53.12793,53.12793
10.14,6.75727,53.25727,53.25727
10.15,6.75727,53.25727,53.25727
10.16,6.75727,53.25727,53.25727
10.17,6.75727,53.25727,53.25727
10.18,6.75727,53.25727,53.25727
10.19,6.75727,53.25727,53.25727
10.2,6.75727,53.25727,53.25727
10.21,6.75727,53.25727,53.25727
10.22,6.75727,53.25727,53.25727
10.23,6.75727,53.25727,53.25727
10.24,6.69158,53.19158,53.19158
10.25,6.69158,53.19158,53.19158
10.26,6.69158,53.19158,53.19158
10.27,6.69158,53.19158,53.19158
10.28,6.69158,53.19158,53.19158
10.29,6.69158,53.19158,53.19158
10.3,6.69158,53.19158,53.19158
10.31,6.69158,53.19158,53.19158
10.32,6.69158,53.19158,53.19158
10.33,6.69158,53.19158,53.19158
10.34,6.67637,53.17637,53.17637
10.35,6.67637,53.17637,53.17637
10.36,6.67637,53.17637,53.17637
10.37,6.67637,53.17637,53.17637
10.38,6.67637,53.17637,53.17637
10.39,6.67637,53.17637,53.17637
10.4,6.67637,53.17637,53.17637
10.41,6.67637,53.17637,53.17637
10.42,6.67637,53.17637,53.17637
10.43,6.67637,53.17637,53.17637
10.44,6.64475,53.14475,53.14475
10.45,6.64475,53.14475,53.14475
10.46,6.64475,53.14475,53.14475
10.47,6.64475,53.14475,53.14475
10.48,6.64475,53.14475,53.14475
10.49,6.64475,53.14475,53.14475
10.5,6.64475,53.14475,53.14475
10.51,6.64475,53.14475,53.14475
10.52,6.64475,53.14475,53.14475
10.53,6.64475,53.14475,53.14475
10.54,6.78021,53.28021,53.28021
10.55,6.78021,53.28021,53.28021
10.56,6.78021,53.28021,53.28021
10.57,6.78021,53.28021,53.28021
10.58,6.78021,53.28021,53.28021
10.59,6.78021,53.28021,53.28021
10.6,6.78021,53.28021,53.28021
10.61,6.78021,53.28021,53.28021
10.62,6.78021,53.28021,53.28021
10.63,6.78021,53.28021,53.28021
10.64,6.60553,53.10553,53.10553
10.65,6.60553,53.10553,53.10553
10.66,6.60553,53.10553,53.10553
10.67,6.60553,53.10553,53.10553
10.68,6.60553,53.10553,53.10553
10.69,6.60553,53.10553,53.10553
10.7,6.60553,53.10553,53.10553
10.71,6.60553,53.10553,53.10553
10.72,6.60553,53.10553,53.10553
10.73,6.60553,53.10553,53.10553
10.74,6.71265,53.21265,53.21265
10.75,6.71265,53.21265,53.21265
10.76,6.71265,53.21265,53.21265
10.77,6.71265,53.21265,53.21265
10.78,6.71265,53.21265,53.21265
10.79,6.71265,53.21265,53.21265
10.8,6.71265,53.21265,53.21265
10.81,6.71265,53.21265,53.21265
10.82,6.71265,53.21265,53.21265
10.83,6.71265,53.21265,53.21265
10.84,6.6792,53.1792,53.1792
10.85,6.6792,53.1792,53.1792
10.86,6.6792,53.1792,53.1792
10.87,6.6792,53.1792,53.1792
10.88,6.6792,53.1792,53.1792
10.89,6.6792,53.1792,53.1792
10.9,6.6792,53.1792,53.1792
10.91,6.6792,53.1792,53.1792
10.92,6.6792,53.1792,53.1792
10.93,6.6792,53.1792,53.1792
10.94,6.69145,53.19145,53.19145
10.95,6.69145,53.19145,53.19145
10.96,6.69145,53.19145,53.19145
10.97,6.69145,53.19145,53.19145
10.98,6.69145,53.19145,53.19145
10.99,6.69145,53.19145,53.19145
11,6.69145,53.19145,53.19145
11.01,6.69145,53.19145,53.19145
11.02,6.69145,53.19145,53.19145
11.03,6.69145,53.19145,53.19145
11.04,6.75281,53.25281,53.25281
11.05,6.75281,53.25281,53.25281
11.06,6.75281,53.25281,53.25281
11.07,6.75281,53.25281,53.25281
11.08,6.75281,53.25281,53.25281
11.09,6.75281,53.25281,53.25281
11.1,6.75281,53.25281,53.25281
11.11,6.75281,53.25281,53.25281
11.12,6.75281,53.25281,53.25281
11.13,6.75281,53.25281,53.25281
11.14,6.64873,53.14873,53.14873
11.15,6.64873,53.14873,53.14873
11.16,6.64873,53.14873,53.14873
11.17,6.64873,53.14873,53.14873
11.18,6.64873,53.14873,53.14873
11.19,6.64873,53.14873,53.14873
11.2,6.64873,53.14873,53.14873
11.21,6.64873,53.14873,53.14873
11.22,6.64873,53.14873,53.14873
11.23,6.64873,53.14873,53.14873
11.24,6.58385,53.08385,53.08385
11.25,6.58385,53.08385,53.08385
11.26,6.58385,53.08385,53.08385
11.27,6.58385,53.08385,53.08385
11.28,6.58385,53.08385,53.08385
11.29,6.58385,53.08385,53.08385
11.3,6.58385,53.08385,53.08385
11.31,6.58385,53.08385,53.08385
11.32,6.58385,53.08385,53.08385
11.33,6.58385,53.08385,53.08385
11.34,6.6489,53.1489,53.1489
11.35,6.6489,53.1489,53.1489
11.36,6.6489,53.1489,53.1489
11.37,6.6489,53.1489,53.1489
11.38,6.6489,53.1489,53.1489
11.39,6.6489,53.1489,53.1489
11.4,6.6489,53.1489,53.1489
11.41,6.6489,53.1489,53.1489
11.42,6.6489,53.1489,53.1489
11.43,6.6489,53.1489,53.1489
11.44,6.59286,53.09286,53.09286
11.45,6.59286,53.09286,53.09286
11.46,6.59286,53.09286,53.09286
11.47,6.59286,53.09286,53.09286
11.48,6.59286,53.09286,53.09286
11.49,6.59286,53.09286,53.09286
11.5,6.59286,53.09286,53.09286
11.51,6.59286,53.09286,53.09286
11.52,6.59286,53.09286,53.09286
11.53,6.59286,53.09286,53.09286
11.54,6.57357,53.07357,53.07357
11.55,6.57357,53.07357,53.07357
11.56,6.57357,53.07357,53.07357
11.57,6.57357,53.07357,53.07357
11.58,6.57357,53.07357,53.07357
11.59,6.57357,53.07357,53.07357
11.6,6.57357,53.07357,53.07357
11.61,6.57357,53.07357,53.07357
11.62,6.57357,53.07357,53.07357
11.63,6.57357,53.07357,53.07357
11.64,6.72337,53.22337,53.22337
11.65,6.72337,53.22337,53.22337
11.66,6.72337,53.22337,53.22337
11.67,6.72337,53.22337,53.22337
11.68,6.72337,53.22337,53.22337
11.69,6.72337,53.22337,53.22337
11.7,6.72337,53.22337,53.22337
11.71,6.72337,53.22337,53.22337
11.72,6.72337,53.22337,53.22337
11.73,6.72337,53.22337,53.22337
11.74,6.57609,53.07609,53.07609
11.75,6.57609,53.07609,53.07609
11.76,6.57609,53.07609,53.07609
11.77,6.57609,53.07609,53.07609
11.78,6.57609,53.07609,53.07609
11.79,6.57609,53.07609,53.07609
11.8,6.57609,53.07609,53.07609
11.81,6.57609,53.07609,53.07609
11.82,6.57609,53.07609,53.07609
11.83,6.57609,53.07609,53.07609
11.84,6.68364,53.18364,53.18364
11.85,6.68364,53.18364,53.18364
11.86,6.68364,53.18364,53.18364
11.87,6.68364,53.18364,53.18364
11.88,6.68364,53.18364,53.18364
11.89,6.68364,53.18364,53.18364
11.9,6.68364,53.18364,53.18364
11.91,6.68364,53.18364,53.18364
11.92,6.68364,53.18364,53.18364
11.93,6.68364,53.18364,53.18364
11.94,6.62173,53.12173,53.12173
11.95,6.62173,53.12173,53.12173
11.96,6.62173,53.12173,53.12173
11.97,6.62173,53.12173,53.12173
11.98,6.62173,53.12173,53.12173
11.99,6.62173,53.12173,53.12173
12,6.62173,53.12173,53.12173
12.01,6.62173,53.12173,53.12173
12.02,6.62173,53.12173,53.12173
12.03,6.62173,53.12173,53.12173
12.04,6.66033,53.16033,53.16033
12.05,6.66033,53.16033,53.16033
12.06,6.66033,53.16033,53.16033
12.07,6.66033,53.16033,53.16033
12.08,6.66033,53.16033,53.16033
12.09,6.66033,53.16033,53.16033
12.1,6.66033,53.16033,53.16033
12.11,6.66033,53.16033,53.16033
12.12,6.66033,53.16033,53.16033
12.13,6.66033,53.16033,53.16033
12.14,6.61838,53.11838,53.11838
12.15,6.61838,53.11838,53.11838
12.16,6.61838,53.11838,53.11838
12.17,6.61838,53.11838,53.11838
12.18,6.61838,53.11838,53.11838
12.19,6.61838,53.11838,53.11838
12.2,6.61838,53.11838,53.11838
12.21,6.61838,53.11838,53.11838
12.22,6.61838,53.11838,53.11838
12.23,6.61838,53.11838,53.11838
12.24,6.72692,53.22692,53.22692
12.25,6.72692,53.22692,53.22692
12.26,6.72692,53.22692,53.22692
12.27,6.72692,53.22692,53.22692
12.28,6.72692,53.22692,53.22692
12.29,6.72692,53.22692,53.22692
12.3,6.72692,53.22692,53.22692
12.31,6.72692,53.22692,53.22692
12.32,6.72692,53.22692,53.22692
12.33,6.72692,53.22692,53.22692
12.34,6.66889,53.16889,53.16889
12.35,6.66889,53.16889,53.16889
12.36,6.66889,53.16889,53.16889
12.37,6.66889,53.16889,53.16889
12.38,6.66889,53.16889,53.16889
12.39,6.66889,53.16889,53.16889
12.4,6.66889,53.16889,53.16889
12.41,6.66889,53.16889,53.16889
12.42,6.66889,53.16889,53.16889
12.43,6.66889,53.16889,53.16889
12.44,6.66657,53.16657,53.16657
12.45,6.66657,53.16657,53.16657
12.46,6.66657,53.16657,53.16657
12.47,6.66657,53.16657,53.16657
12.48,6.66657,53.16657,53.16657
12.49,6.66657,53.16657,53.16657
12.5,6.66657,53.16657,53.16657
12.51,6.66657,53.16657,53.16657
12.52,6.66657,53.16657,53.16657
12.53,6.66657,53.16657,53.16657
12.54,6.53191,53.03191,53.03191
12.55,6.53191,53.03191,53.03191
12.56,6.53191,53.03191,53.03191
12.57,6.53191,53.03191,53.03191
12.58,6.53191,53.03191,53.03191
12.59,6.53191,53.03191,53.03191
12.6,6.53191,53.03191,53.03191
12.61,6.53191,53.03191,53.03191
12.62,6.53191,53.03191,53.03191
12.63,6.53191,53.03191,53.03191
12.64,6.5916,53.0916,53.0916
12.65,6.5916,53.0916,53.0916
12.66,6.5916,53.0916,53.0916
12.67,6.5916,53.0916,53.0916
12.68,6.5916,53.0916,53.0916
12.69,6.5916,53.0916,53.0916
12.7,6.5916,53.0916,53.0916
12.71,6.5916,53.0916,53.0916
12.72,6.5916,53.0916,53.0916
12.73,6.5916,53.0916,53.0916
12.74,6.66975,53.16975,53.16975
12.75,6.66975,53.16975,53.16975
12.76,6.66975,53.16975,53.16975
12.77,6.66975,53.16975,53.16975
12.78,6.66975,53.16975,53.16975
12.79,6.66975,53.16975,53.16975
12.8,6.66975,53.16975,53.16975
12.81,6.66975,53.16975,53.16975
12.82,6.66975,53.16975,53.16975
12.83,6.66975,53.16975,53.16975
12.84,6.68839,53.18839,53.18839
12.85,6.68839,53.18839,53.18839
12.86,6.68839,53.18839,53.18839
12.87,6.68839,53.18839,53.18839
12.88,6.68839,53.18839,53.18839
12.89,6.68839,53.18839,53.18839
12.9,6.68839,53.18839,53.18839
12.91,6.68839,53.18839,53.18839
12.92,6.68839,53.18839,53.18839
12.93,6.68839,53.18839,53.18839
12.94,6.59636,53.09636,53.09636
12.95,6.59636,53.09636,53.09636
12.96,6.59636,53.09636,53.09636
12.97,6.59636,53.09636,53.09636
12.98,6.59636,53.09636,53.09636
12.99,6.59636,53.09636,53.09636
13,6.59636,53.09636,53.09636
13.01,6.59636,53.09636,53.09636
13.02,6.59636,53.09636,53.09636
13.03,6.59636,53.09636,53.09636
13.04,6.691,53.191,53.191
13.05,6.691,53.191,53.191
13.06,6.691,53.191,53.191
13.07,6.691,53.191,53.191
13.08,6.691,53.191,53.191
13.09,6.691,53.191,53.191
13.1,6.691,53.191,53.191
13.11,6.691,53.191,53.191
13.12,6.691,53.191,53.191
13.13,6.691,53.191,53.191
13.14,6.60335,53.10335,53.10335
13.15,6.60335,53.10335,53.10335
13.16,6.60335,53.10335,53.10335
13.17,6.60335,53.10335,53.10335
13.18,6.60335,53.10335,53.10335
13.19,6.60335,53.10335,53.10335
13.2,6.60335,53.10335,53.10335
13.21,6.60335,53.10335,53.10335
13.22,6.60335,53.10335,53.10335
13.23,6.60335,53.10335,53.10335
13.24,6.69369,53.19369,53.19369
13.25,6.69369,53.19369,53.19369
13.26,6.69369,53.19369,53.19369
13.27,6.69369,53.19369,53.19369
13.28,6.69369,53.19369,53.19369
13.29,6.69369,53.19369,53.19369
13.3,6.69369,53.19369,53.19369
13.31,6.69369,53.19369,53.19369
13.32,6.69369,53.19369,53.19369
13.33,6.69369,53.19369,53.19369
13.34,6.51917,53.01917,53.01917
13.35,6.51917,53.01917,53.01917
13.36,6.51917,53.01917,53.01917
13.37,6.51917,53.01917,53.01917
13.38,6.51917,53.01917,53.01917
13.39,6.51917,53.01917,53.01917
13.4,6.51917,53.01917,53.01917
13.41,6.51917,53.01917,53.01917
13.42,6.51917,53.01917,53.01917
13.43,6.51917,53.01917,53.01917
13.44,6.5071,53.0071,53.0071
13.45,6.5071,53.0071,53.0071
13.46,6.5071,53.0071,53.0071
13.47,6.5071,53.0071,53.0071
13.48,6.5071,53.0071,53.0071
13.49,6.5071,53.0071,53.0071
13.5,6.5071,53.0071,53.0071
13.51,6.5071,53.0071,53.0071
13.52,6.5071,53.0071,53.0071
13.53,6.5071,53.0071,53.0071
13.54,6.62256,53.12256,53.12256
13.55,6.62256,53.12256,53.12256
13.56,6.62256,53.12256,53.12256
13.57,6.62256,53.12256,53.12256
13.58,6.62256,53.12256,53.12256
13.59,6.62256,53.12256,53.12256
13.6,6.62256,53.12256,53.12256
13.61,6.62256,53.12256,53.12256
13.62,6.62256,53.12256,53.12256
13.63,6.62256,53.12256,53.12256
13.64,6.58912,53.08912,53.08912
13.65,6.58912,53.08912,53.08912
13.66,6.58912,53.08912,53.08912
13.67,6.58912,53.08912,53.08912
13.68,6.58912,53.08912,53.08912
13.69,6.58912,53.08912,53.08912
13.7,6.58912,53.08912,53.08912
13.71,6.58912,53.08912,53.08912
13.72,6.58912,53.08912,53.08912
13.73,6.58912,53.08912,53.08912
13.74,6.68861,53.18861,53.18861
13.75,6.68861,53.18861,53.18861
13.76,6.68861,53.18861,53.18861
13.77,6.68861,53.18861,53.18861
13.78,6.68861,53.18861,53.18861
13.79,6.68861,53.18861,53.18861
13.8,6.68861,53.18861,53.18861
13.81,6.68861,53.18861,53.18861
13.82,6.68861,53.18861,53.18861
13.83,6.68861,53.18861,53.18861
13.84,6.6605,53.1605,53.1605
13.85,6.6605,53.1605,53.1605
13.86,6.6605,53.1605,53.1605
13.87,6.6605,53.1605,53.1605
13.88,6.6605,53.1605,53.1605
13.89,6.6605,53.1605,53.1605
13.9,6.6605,53.1605,53.1605
13.91,6.6605,53.1605,53.1605
13.92,6.6605,53.1605,53.1605
13.93,6.6605,53.1605,53.1605
13.94,6.60249,53.10249,53.10249
13.95,6.60249,53.10249,53.10249
13.96,6.60249,53.10249,53.10249
13.97,6.60249,53.10249,53.10249
13.98,6.60249,53.10249,53.10249
13.99,6.60249,53.10249,53.10249
14,6.60249,53.10249,53.10249
14.01,6.60249,53.10249,53.10249
14.02,6.60249,53.10249,53.10249
14.03,6.60249,53.10249,53.10249
14.04,6.54415,53.04415,53.04415
14.05,6.54415,53.04415,53.04415
14.06,6.54415,53.04415,53.04415
14.07,6.54415,53.04415,53.04415
14.08,6.54415,53.04415,53.04415
14.09,6.54415,53.04415,53.04415
14.1,6.54415,53.04415,53.04415
14.11,6.54415,53.04415,53.04415
14.12,6.54415,53.04415,53.04415
14.13,6.54415,53.04415,53.04415
14.14,6.56944,53.06944,53.06944
14.15,6.56944,53.06944,53.06944
14.16,6.56944,53.06944,53.06944
14.17,6.56944,53.06944,53.06944
14.18,6.56944,53.06944,53.06944
14.19,6.56944,53.06944,53.06944
14.2,6.56944,53.06944,53.06944
14.21,6.56944,53.06944,53.06944
14.22,6.56944,53.06944,53.06944
14.23,6.56944,53.06944,53.06944
14.24,6.66971,53.16971,53.16971
14.25,6.66971,53.16971,53.16971
14.26,6.66971,53.16971,53.16971
14.27,6.66971,53.16971,53.16971
14.28,6.66971,53.16971,53.16971
14.29,6.66971,53.16971,53.16971
14.3,6.66971,53.16971,53.16971
14.31,6.66971,53.16971,53.16971
14.32,6.66971,53.16971,53.16971
14.33,6.62928,53.12928,53.12928
14.34,6.62928,53.12928,53.12928
14.35,6.66034,53.16034,53.16034
14.36,6.66034,53.16034,53.16034
14.37,6.66034,53.16034,53.16034
14.38,6.66034,53.16034,53.16034
14.39,6.66034,53.16034,53.16034
14.4,6.66034,53.16034,53.16034
14.41,6.66034,53.16034,53.16034
14.42,6.66034,53.16034,53.16034
14.43,6.66034,53.16034,53.16034
14.44,6.66034,53.16034,53.16034
14.45,6.71984,53.21984,53.21984
14.46,6.71984,53.21984,53.21984
14.47,6.71984,53.21984,53.21984
14.48,6.71984,53.21984,53.21984
14.49,6.71984,53.21984,53.21984
14.5,6.71984,53.21984,53.21984
14.51,6.71984,53.21984,53.21984
14.52,6.71984,53.21984,53.21984
14.53,6.71984,53.21984,53.21984
14.54,6.71984,53.21984,53.21984
14.55,6.66263,53.16263,53.16263
14.56,6.66263,53.16263,53.16263
14.57,6.66263,53.16263,53.16263
14.58,6.66263,53.16263,53.16263
14.59,6.66263,53.16263,53.16263
14.6,6.66263,53.16263,53.16263
14.61,6.66263,53.16263,53.16263
14.62,6.66263,53.16263,53.16263
14.63,6.66263,53.16263,53.16263
14.64,6.66263,53.16263,53.16263
14.65,6.64486,53.14486,53.14486
14.66,6.64486,53.14486,53.14486
14.67,6.64486,53.14486,53.14486
14.68,6.64486,53.14486,53.14486
14.69,6.64486,53.14486,53.14486
14.7,6.64486,53.14486,53.14486
14.71,6.64486,53.14486,53.14486
14.72,6.64486,53.14486,53.14486
