time,COMPEMNT,,
14.73,6.64486,53.14486,53.14486
14.74,6.64486,53.14486,53.14486
14.75,6.7201,53.2201,53.2201
14.76,6.7201,53.2201,53.2201
14.77,6.7201,53.2201,53.2201
14.78,6.7201,53.2201,53.2201
14.79,6.7201,53.2201,53.2201
14.8,6.7201,53.2201,53.2201
14.81,6.7201,53.2201,53.2201
14.82,6.7201,53.2201,53.2201
14.83,6.7201,53.2201,53.2201
14.84,6.7201,53.2201,53.2201
14.85,6.76534,53.26534,53.26534
14.86,6.76534,53.26534,53.26534
14.87,6.76534,53.26534,53.26534
14.88,6.76534,53.26534,53.26534
14.89,6.76534,53.26534,53.26534
14.9,6.76534,53.26534,53.26534
14.91,6.76534,53.26534,53.26534
14.92,6.76534,53.26534,53.26534
14.93,6.76534,53.26534,53.26534
14.94,6.76534,53.26534,53.26534
14.95,6.62793,53.12793,53.12793
14.96,6.62793,53.12793,53.12793
14.97,6.62793,53.12793,53.12793
14.98,6.62793,53.12793,53.12793
14.99,6.62793,53.12793,53.12793
15,6.62793,53.12793,53.12793
15.01,6.62793,53.12793,53.12793
15.02,6.62793,53.12793,53.12793
15.03,6.62793,53.12793,53.12793
15.04,6.62793,53.12793,53.12793
15.05,6.75727,53.25727,53.25727
15.06,6.75727,53.25727,53.25727
15.07,6.75727,53.25727,53.25727
15.08,6.75727,53.25727,53.25727
15.09,6.75727,53.25727,53.25727
15.1,6.75727,53.25727,53.25727
15.11,6.75727,53.25727,53.25727
15.12,6.75727,53.25727,53.25727
15.13,6.75727,53.25727,53.25727
15.14,6.75727,53.25727,53.25727
15.15,6.69158,53.19158,53.19158
15.16,6.69158,53.19158,53.19158
15.17,6.69158,53.19158,53.19158
15.18,6.69158,53.19158,53.19158
15.19,6.69158,53.19158,53.19158
15.2,6.69158,53.19158,53.19158
15.21,6.69158,53.19158,53.19158
15.22,6.69158,53.19158,53.19158
15.23,6.69158,53.19158,53.19158
15.24,6.69158,53.19158,53.19158
15.25,6.67637,53.17637,53.17637
15.26,6.67637,53.17637,53.17637
15.27,6.67637,53.17637,53.17637
15.28,6.67637,53.17637,53.17637
15.29,6.67637,53.17637,53.17637
15.3,6.67637,53.17637,53.17637
15.31,6.67637,53.17637,53.17637
15.32,6.67637,53.17637,53.17637
15.33,6.67637,53.17637,53.17637
15.34,6.67637,53.17637,53.17637
15.35,6.64475,53.14475,53.14475
15.36,6.64475,53.14475,53.14475
15.37,6.64475,53.14475,53.14475
15.38,6.64475,53.14475,53.14475
15.39,6.64475,53.14475,53.14475
15.4,6.64475,53.14475,53.14475
15.41,6.64475,53.14475,53.14475
15.42,6.64475,53.14475,53.14475
15.43,6.64475,53.14475,53.14475
15.44,6.64475,53.14475,53.14475
15.45,6.78021,53.28021,53.28021
15.46,6.78021,53.28021,53.28021
15.47,6.78021,53.28021,53.28021
15.48,6.78021,53.28021,53.28021
15.49,6.78021,53.28021,53.28021
15.5,6.78021,53.28021,53.28021
15.51,6.78021,53.28021,53.28021
15.52,6.78021,53.28021,53.28021
15.53,6.78021,53.28021,53.28021
15.54,6.78021,53.28021,53.28021
15.55,6.60553,53.10553,53.10553
15.56,6.60553,53.10553,53.10553
15.57,6.60553,53.10553,53.10553
15.58,6.60553,53.10553,53.10553
15.59,6.60553,53.10553,53.10553
15.6,6.60553,53.10553,53.10553
15.61,6.60553,53.10553,53.10553
15.62,6.60553,53.10553,53.10553
15.63,6.60553,53.10553,53.10553
15.64,6.60553,53.10553,53.10553
15.65,6.71265,53.21265,53.21265
15.66,6.71265,53.21265,53.21265
15.67,6.71265,53.21265,53.21265
15.68,6.71265,53.21265,53.21265
15.69,6.71265,53.21265,53.21265
15.7,6.71265,53.21265,53.21265
15.71,6.71265,53.21265,53.21265
15.72,6.71265,53.21265,53.21265
15.73,6.71265,53.21265,53.21265
15.74,6.71265,53.21265,53.21265
15.75,6.6792,53.1792,53.1792
15.76,6.6792,53.1792,53.1792
15.77,6.6792,53.1792,53.1792
15.78,6.6792,53.1792,53.1792
15.79,6.6792,53.1792,53.1792
15.8,6.6792,53.1792,53.1792
15.81,6.6792,53.1792,53.1792
15.82,6.6792,53.1792,53.1792
15.83,6.6792,53.1792,53.1792
15.84,6.6792,53.1792,53.1792
15.85,6.69145,53.19145,53.19145
15.86,6.69145,53.19145,53.19145
15.87,6.69145,53.19145,53.19145
15.88,6.69145,53.19145,53.19145
15.89,6.69145,53.19145,53.19145
15.9,6.69145,53.19145,53.19145
15.91,6.69145,53.19145,53.19145
15.92,6.69145,53.19145,53.19145
15.93,6.69145,53.19145,53.19145
15.94,6.69145,53.19145,53.19145
15.95,6.75281,53.25281,53.25281
15.96,6.75281,53.25281,53.25281
15.97,6.75281,53.25281,53.25281
15.98,6.75281,53.25281,53.25281
15.99,6.75281,53.25281,53.25281
16,6.75281,53.25281,53.25281
16.01,6.75281,53.25281,53.25281
16.02,6.75281,53.25281,53.25281
16.03,6.75281,53.25281,53.25281
16.04,6.75281,53.25281,53.25281
16.05,6.64873,53.14873,53.14873
16.06,6.64873,53.14873,53.14873
16.07,6.64873,53.14873,53.14873
16.08,6.64873,53.14873,53.14873
16.09,6.64873,53.14873,53.14873
16.1,6.64873,53.14873,53.14873
16.11,6.64873,53.14873,53.14873
16.12,6.64873,53.14873,53.14873
16.13,6.64873,53.14873,53.14873
16.14,6.64873,53.14873,53.14873
16.15,6.58385,53.08385,53.08385
16.16,6.58385,53.08385,53.08385
16.17,6.58385,53.08385,53.08385
16.18,6.58385,53.08385,53.08385
16.19,6.58385,53.08385,53.08385
16.2,6.58385,53.08385,53.08385
16.21,6.58385,53.08385,53.08385
16.22,6.58385,53.08385,53.08385
16.23,6.58385,53.08385,53.08385
16.24,6.58385,53.08385,53.08385
16.25,6.6489,53.1489,53.1489
16.26,6.6489,53.1489,53.1489
16.27,6.6489,53.1489,53.1489
16.28,6.6489,53.1489,53.1489
16.29,6.6489,53.1489,53.1489
16.3,6.6489,53.1489,53.1489
16.31,6.6489,53.1489,53.1489
16.32,6.6489,53.1489,53.1489
16.33,6.6489,53.1489,53.1489
16.34,6.6489,53.1489,53.1489
16.35,6.59286,53.09286,53.09286
16.36,6.59286,53.09286,53.09286
16.37,6.59286,53.09286,53.09286
16.38,6.59286,53.09286,53.09286
16.39,6.59286,53.09286,53.09286
16.4,6.59286,53.09286,53.09286
16.41,6.59286,53.09286,53.09286
16.42,6.59286,53.09286,53.09286
16.43,6.59286,53.09286,53.09286
16.44,6.59286,53.09286,53.09286
16.45,6.57357,53.07357,53.07357
16.46,6.57357,53.07357,53.07357
16.47,6.57357,53.07357,53.07357
16.48,6.57357,53.07357,53.07357
16.49,6.57357,53.07357,53.07357
16.5,6.57357,53.07357,53.07357
16.51,6.57357,53.07357,53.07357
16.52,6.57357,53.07357,53.07357
16.53,6.57357,53.07357,53.07357
16.54,6.57357,53.07357,53.07357
16.55,6.72337,53.22337,53.22337
16.56,6.72337,53.22337,53.22337
16.57,6.72337,53.22337,53.22337
16.58,6.72337,53.22337,53.22337
16.59,6.72337,53.22337,53.22337
16.6,6.72337,53.22337,53.22337
16.61,6.72337,53.22337,53.22337
16.62,6.72337,53.22337,53.22337
16.63,6.72337,53.22337,53.22337
16.64,6.72337,53.22337,53.22337
16.65,6.57609,53.07609,53.07609
16.66,6.57609,53.07609,53.07609
16.67,6.57609,53.07609,53.07609
16.68,6.57609,53.07609,53.07609
16.69,6.57609,53.07609,53.07609
16.7,6.57609,53.07609,53.07609
16.71,6.57609,53.07609,53.07609
16.72,6.57609,53.07609,53.07609
16.73,6.57609,53.07609,53.07609
16.74,6.57609,53.07609,53.07609
16.75,6.68364,53.18364,53.18364
16.76,6.68364,53.18364,53.18364
16.77,6.68364,53.18364,53.18364
16.78,6.68364,53.18364,53.18364
16.79,6.68364,53.18364,53.18364
16.8,6.68364,53.18364,53.18364
16.81,6.68364,53.18364,53.18364
16.82,6.68364,53.18364,53.18364
16.83,6.68364,53.18364,53.18364
16.84,6.68364,53.18364,53.18364
16.85,6.62173,53.12173,53.12173
16.86,6.62173,53.12173,53.12173
16.87,6.62173,53.12173,53.12173
16.88,6.62173,53.12173,53.12173
16.89,6.62173,53.12173,53.12173
16.9,6.62173,53.12173,53.12173
16.91,6.62173,53.12173,53.12173
16.92,6.62173,53.12173,53.12173
16.93,6.62173,53.12173,53.12173
16.94,6.62173,53.12173,53.12173
16.95,6.66033,53.16033,53.16033
16.96,6.66033,53.16033,53.16033
16.97,6.66033,53.16033,53.16033
16.98,6.66033,53.16033,53.16033
16.99,6.66033,53.16033,53.16033
17,6.66033,53.16033,53.16033
17.01,6.66033,53.16033,53.16033
17.02,6.66033,53.16033,53.16033
17.03,6.66033,53.16033,53.16033
17.04,6.66033,53.16033,53.16033
17.05,6.61838,53.11838,53.11838
17.06,6.61838,53.11838,53.11838
17.07,6.61838,53.11838,53.11838
17.08,6.61838,53.11838,53.11838
17.09,6.61838,53.11838,53.11838
17.1,6.61838,53.11838,53.11838
17.11,6.61838,53.11838,53.11838
17.12,6.61838,53.11838,53.11838
17.13,6.61838,53.11838,53.11838
17.14,6.61838,53.11838,53.11838
17.15,6.72692,53.22692,53.22692
17.16,6.72692,53.22692,53.22692
17.17,6.72692,53.22692,53.22692
17.18,6.72692,53.22692,53.22692
17.19,6.72692,53.22692,53.22692
17.2,6.72692,53.22692,53.22692
17.21,6.72692,53.22692,53.22692
17.22,6.72692,53.22692,53.22692
17.23,6.72692,53.22692,53.22692
17.24,6.72692,53.22692,53.22692
17.25,6.66889,53.16889,53.16889
17.26,6.66889,53.16889,53.16889
17.27,6.66889,53.16889,53.16889
17.28,6.66889,53.16889,53.16889
17.29,6.66889,53.16889,53.16889
17.3,6.66889,53.16889,53.16889
17.31,6.66889,53.16889,53.16889
17.32,6.66889,53.16889,53.16889
17.33,6.66889,53.16889,53.16889
17.34,6.66889,53.16889,53.16889
17.35,6.66657,53.16657,53.16657
17.36,6.66657,53.16657,53.16657
17.37,6.66657,53.16657,53.16657
17.38,6.66657,53.16657,53.16657
17.39,6.66657,53.16657,53.16657
17.4,6.66657,53.16657,53.16657
17.41,6.66657,53.16657,53.16657
17.42,6.66657,53.16657,53.16657
17.43,6.66657,53.16657,53.16657
17.44,6.66657,53.16657,53.16657
17.45,6.53191,53.03191,53.03191
17.46,6.53191,53.03191,53.03191
17.47,6.53191,53.03191,53.03191
17.48,6.53191,53.03191,53.03191
17.49,6.53191,53.03191,53.03191
17.5,6.53191,53.03191,53.03191
17.51,6.53191,53.03191,53.03191
17.52,6.53191,53.03191,53.03191
17.53,6.53191,53.03191,53.03191
17.54,6.53191,53.03191,53.03191
17.55,6.5916,53.0916,53.0916
17.56,6.5916,53.0916,53.0916
17.57,6.5916,53.0916,53.0916
17.58,6.5916,53.0916,53.0916
17.59,6.5916,53.0916,53.0916
17.6,6.5916,53.0916,53.0916
17.61,6.5916,53.0916,53.0916
17.62,6.5916,53.0916,53.0916
17.63,6.5916,53.0916,53.0916
17.64,6.5916,53.0916,53.0916
17.65,6.66975,53.16975,53.16975
17.66,6.66975,53.16975,53.16975
17.67,6.66975,53.16975,53.16975
17.68,6.66975,53.16975,53.16975
17.69,6.66975,53.16975,53.16975
17.7,6.66975,53.16975,53.16975
17.71,6.66975,53.16975,53.16975
17.72,6.66975,53.16975,53.16975
17.73,6.66975,53.16975,53.16975
17.74,6.66975,53.16975,53.16975
17.75,6.68839,53.18839,53.18839
17.76,6.68839,53.18839,53.18839
17.77,6.68839,53.18839,53.18839
17.78,6.68839,53.18839,53.18839
17.79,6.68839,53.18839,53.18839
17.8,6.68839,53.18839,53.18839
17.81,6.68839,53.18839,53.18839
17.82,6.68839,53.18839,53.18839
17.83,6.68839,53.18839,53.18839
17.84,6.68839,53.18839,53.18839
17.85,6.59636,53.09636,53.09636
17.86,6.59636,53.09636,53.09636
17.87,6.59636,53.09636,53.09636
17.88,6.59636,53.09636,53.09636
17.89,6.59636,53.09636,53.09636
17.9,6.59636,53.09636,53.09636
17.91,6.59636,53.09636,53.09636
17.92,6.59636,53.09636,53.09636
17.93,6.59636,53.09636,53.09636
17.94,6.59636,53.09636,53.09636
17.95,6.691,53.191,53.191
17.96,6.691,53.191,53.191
17.97,6.691,53.191,53.191
17.98,6.691,53.191,53.191
17.99,6.691,53.191,53.191
18,6.691,53.191,53.191
18.01,6.691,53.191,53.191
18.02,6.691,53.191,53.191
18.03,6.691,53.191,53.191
18.04,6.691,53.191,53.191
18.05,6.60335,53.10335,53.10335
18.06,6.60335,53.10335,53.10335
18.07,6.60335,53.10335,53.10335
18.08,6.60335,53.10335,53.10335
18.09,6.60335,53.10335,53.10335
18.1,6.60335,53.10335,53.10335
18.11,6.60335,53.10335,53.10335
18.12,6.60335,53.10335,53.10335
18.13,6.60335,53.10335,53.10335
18.14,6.60335,53.10335,53.10335
18.15,6.69369,53.19369,53.19369
18.16,6.69369,53.19369,53.19369
18.17,6.69369,53.19369,53.19369
18.18,6.69369,53.19369,53.19369
18.19,6.69369,53.19369,53.19369
18.2,6.69369,53.19369,53.19369
18.21,6.69369,53.19369,53.19369
18.22,6.69369,53.19369,53.19369
18.23,6.69369,53.19369,53.19369
18.24,6.69369,53.19369,53.19369
18.25,6.51917,53.01917,53.01917
18.26,6.51917,53.01917,53.01917
18.27,6.51917,53.01917,53.01917
18.28,6.51917,53.01917,53.01917
18.29,6.51917,53.01917,53.01917
18.3,6.51917,53.01917,53.01917
18.31,6.51917,53.01917,53.01917
18.32,6.51917,53.01917,53.01917
18.33,6.51917,53.01917,53.01917
18.34,6.51917,53.01917,53.01917
18.35,6.5071,53.0071,53.0071
18.36,6.5071,53.0071,53.0071
18.37,6.5071,53.0071,53.0071
18.38,6.5071,53.0071,53.0071
18.39,6.5071,53.0071,53.0071
18.4,6.5071,53.0071,53.0071
18.41,6.5071,53.0071,53.0071
18.42,6.5071,53.0071,53.0071
18.43,6.5071,53.0071,53.0071
18.44,6.5071,53.0071,53.0071
18.45,6.62256,53.12256,53.12256
18.46,6.62256,53.12256,53.12256
18.47,6.62256,53.12256,53.12256
18.48,6.62256,53.12256,53.12256
18.49,6.62256,53.12256,53.12256
18.5,6.62256,53.12256,53.12256
18.51,6.62256,53.12256,53.12256
18.52,6.62256,53.12256,53.12256
18.53,6.62256,53.12256,53.12256
18.54,6.62256,53.12256,53.12256
18.55,6.58912,53.08912,53.08912
18.56,6.58912,53.08912,53.08912
18.57,6.58912,53.08912,53.08912
18.58,6.58912,53.08912,53.08912
18.59,6.58912,53.08912,53.08912
18.6,6.58912,53.08912,53.08912
18.61,6.58912,53.08912,53.08912
18.62,6.58912,53.08912,53.08912
18.63,6.58912,53.08912,53.08912
18.64,6.58912,53.08912,53.08912
18.65,6.68861,53.18861,53.18861
18.66,6.68861,53.18861,53.18861
18.67,6.68861,53.18861,53.18861
18.68,6.68861,53.18861,53.18861
18.69,6.68861,53.18861,53.18861
18.7,6.68861,53.18861,53.18861
18.71,6.68861,53.18861,53.18861
18.72,6.68861,53.18861,53.18861
18.73,6.68861,53.18861,53.18861
18.74,6.68861,53.18861,53.18861
18.75,6.6605,53.1605,53.1605
18.76,6.6605,53.1605,53.1605
18.77,6.6605,53.1605,53.1605
18.78,6.6605,53.1605,53.1605
18.79,6.6605,53.1605,53.1605
18.8,6.6605,53.1605,53.1605
18.81,6.6605,53.1605,53.1605
18.82,6.6605,53.1605,53.1605
18.83,6.6605,53.1605,53.1605
18.84,6.6605,53.1605,53.1605
18.85,6.60249,53.10249,53.10249
18.86,6.60249,53.10249,53.10249
18.87,6.60249,53.10249,53.10249
18.88,6.60249,53.10249,53.10249
18.89,6.60249,53.10249,53.10249
18.9,6.60249,53.10249,53.10249
18.91,6.60249,53.10249,53.10249
18.92,6.60249,53.10249,53.10249
18.93,6.60249,53.10249,53.10249
18.94,6.60249,53.10249,53.10249
18.95,6.54415,53.04415,53.04415
18.96,6.54415,53.04415,53.04415
18.97,6.54415,53.04415,53.04415
18.98,6.54415,53.04415,53.04415
18.99,6.54415,53.04415,53.04415
19,6.54415,53.04415,53.04415
19.01,6.54415,53.04415,53.04415
19.02,6.54415,53.04415,53.04415
19.03,6.54415,53.04415,53.04415
19.04,6.54415,53.04415,53.04415
19.05,6.56944,53.06944,53.06944
19.06,6.56944,53.06944,53.06944
19.07,6.56944,53.06944,53.06944
19.08,6.56944,53.06944,53.06944
19.09,6.56944,53.06944,53.06944
19.1,6.56944,53.06944,53.06944
19.11,6.56944,53.06944,53.06944
19.12,6.56944,53.06944,53.06944
19.13,6.56944,53.06944,53.06944
19.14,6.56944,53.06944,53.06944
19.15,6.66971,53.16971,53.16971
19.16,6.66971,53.16971,53.16971
19.17,6.66971,53.16971,53.16971
19.18,6.66971,53.16971,53.16971
19.19,6.66971,53.16971,53.16971
19.2,6.66971,53.16971,53.16971
19.21,6.66971,53.16971,53.16971
19.22,6.66971,53.16971,53.16971
19.23,6.66971,53.16971,53.16971
19.24,6.62928,53.12928,53.12928
19.25,6.62928,53.12928,53.12928
19.26,6.66034,53.16034,53.16034
19.27,6.66034,53.16034,53.16034
19.28,6.66034,53.16034,53.16034
19.29,6.66034,53.16034,53.16034
19.3,6.66034,53.16034,53.16034
19.31,6.66034,53.16034,53.16034
19.32,6.66034,53.16034,53.16034
19.33,6.66034,53.16034,53.16034
19.34,6.66034,53.16034,53.16034
19.35,6.66034,53.16034,53.16034
19.36,6.71984,53.21984,53.21984
19.37,6.71984,53.21984,53.21984
19.38,6.71984,53.21984,53.21984
19.39,6.71984,53.21984,53.21984
19.4,6.71984,53.21984,53.21984
19.41,6.71984,53.21984,53.21984
19.42,6.71984,53.21984,53.21984
19.43,6.71984,53.21984,53.21984
19.44,6.71984,53.21984,53.21984
19.45,6.71984,53.21984,53.21984
19.46,6.66263,53.16263,53.16263
19.47,6.66263,53.16263,53.16263
19.48,6.66263,53.16263,53.16263
19.49,6.66263,53.16263,53.16263
19.5,6.66263,53.16263,53.16263
19.51,6.66263,53.16263,53.16263
19.52,6.66263,53.16263,53.16263
19.53,6.66263,53.16263,53.16263
19.54,6.66263,53.16263,53.16263
19.55,6.66263,53.16263,53.16263
19.56,6.64486,53.14486,53.14486
19.57,6.64486,53.14486,53.14486
19.58,6.64486,53.14486,53.14486
19.59,6.64486,53.14486,53.14486
19.6,6.64486,53.14486,53.14486
19.61,6.64486,53.14486,53.14486
19.62,6.64486,53.14486,53.14486
19.63,6.64486,53.14486,53.14486
19.64,6.64486,53.14486,53.14486
19.65,6.64486,53.14486,53.14486
19.66,6.7201,53.2201,53.2201
19.67,6.7201,53.2201,53.2201
19.68,6.7201,53.2201,53.2201
19.69,6.7201,53.2201,53.2201
19.7,6.7201,53.2201,53.2201
19.71,6.7201,53.2201,53.2201
19.72,6.7201,53.2201,53.2201
19.73,6.7201,53.2201,53.2201
19.74,6.7201,53.2201,53.2201
19.75,6.7201,53.2201,53.2201
19.76,6.76534,53.26534,53.26534
19.77,6.76534,53.26534,53.26534
19.78,6.76534,53.26534,53.26534
19.79,6.76534,53.26534,53.26534
19.8,6.76534,53.26534,53.26534
19.81,6.76534,53.26534,53.26534
19.82,6.76534,53.26534,53.26534
19.83,6.76534,53.26534,53.26534
19.84,6.76534,53.26534,53.26534
19.85,6.76534,53.26534,53.26534
19.86,6.62793,53.12793,53.12793
19.87,6.62793,53.12793,53.12793
19.88,6.62793,53.12793,53.12793
19.89,6.62793,53.12793,53.12793
19.9,6.62793,53.12793,53.12793
19.91,6.62793,53.12793,53.12793
19.92,6.62793,53.12793,53.12793
19.93,6.62793,53.12793,53.12793
19.94,6.62793,53.12793,53.12793
19.95,6.62793,53.12793,53.12793
19.96,6.75727,53.25727,53.25727
19.97,6.75727,53.25727,53.25727
19.98,6.75727,53.25727,53.25727
19.99,6.75727,53.25727,53.25727
20,6.75727,53.25727,53.25727
20.01,6.75727,53.25727,53.25727
20.02,6.75727,53.25727,53.25727
20.03,6.75727,53.25727,53.25727
20.04,6.75727,53.25727,53.25727
20.05,6.75727,53.25727,53.25727
20.06,6.69158,53.19158,53.19158
20.07,6.69158,53.19158,53.19158
20.08,6.69158,53.19158,53.19158
20.09,6.69158,53.19158,53.19158
20.1,6.69158,53.19158,53.19158
20.11,6.69158,53.19158,53.19158
20.12,6.69158,53.19158,53.19158
20.13,6.69158,53.19158,53.19158
20.14,6.69158,53.19158,53.19158
20.15,6.69158,53.19158,53.19158
20.16,6.67637,53.17637,53.17637
20.17,6.67637,53.17637,53.17637
20.18,6.67637,53.17637,53.17637
20.19,6.67637,53.17637,53.17637
20.2,6.67637,53.17637,53.17637
20.21,6.67637,53.17637,53.17637
20.22,6.67637,53.17637,53.17637
20.23,6.67637,53.17637,53.17637
20.24,6.67637,53.17637,53.17637
20.25,6.67637,53.17637,53.17637
20.26,6.64475,53.14475,53.14475
20.27,6.64475,53.14475,53.14475
20.28,6.64475,53.14475,53.14475
20.29,6.64475,53.14475,53.14475
20.3,6.64475,53.14475,53.14475
20.31,6.64475,53.14475,53.14475
20.32,6.64475,53.14475,53.14475
20.33,6.64475,53.14475,53.14475
20.34,6.64475,53.14475,53.14475
20.35,6.64475,53.14475,53.14475
20.36,6.78021,53.28021,53.28021
20.37,6.78021,53.28021,53.28021
20.38,6.78021,53.28021,53.28021
20.39,6.78021,53.28021,53.28021
20.4,6.78021,53.28021,53.28021
20.41,6.78021,53.28021,53.28021
20.42,6.78021,53.28021,53.28021
20.43,6.78021,53.28021,53.28021
20.44,6.78021,53.28021,53.28021
20.45,6.78021,53.28021,53.28021
20.46,6.60553,53.10553,53.10553
20.47,6.60553,53.10553,53.10553
20.48,6.60553,53.10553,53.10553
20.49,6.60553,53.10553,53.10553
20.5,6.60553,53.10553,53.10553
20.51,6.60553,53.10553,53.10553
20.52,6.60553,53.10553,53.10553
20.53,6.60553,53.10553,53.10553
20.54,6.60553,53.10553,53.10553
20.55,6.60553,53.10553,53.10553
20.56,6.71265,53.21265,53.21265
20.57,6.71265,53.21265,53.21265
20.58,6.71265,53.21265,53.21265
20.59,6.71265,53.21265,53.21265
20.6,6.71265,53.21265,53.21265
20.61,6.71265,53.21265,53.21265
20.62,6.71265,53.21265,53.21265
20.63,6.71265,53.21265,53.21265
20.64,6.71265,53.21265,53.21265
20.65,6.71265,53.21265,53.21265
20.66,6.6792,53.1792,53.1792
20.67,6.6792,53.1792,53.1792
20.68,6.6792,53.1792,53.1792
20.69,6.6792,53.1792,53.1792
20.7,6.6792,53.1792,53.1792
20.71,6.6792,53.1792,53.1792
20.72,6.6792,53.1792,53.1792
20.73,6.6792,53.1792,53.1792
20.74,6.6792,53.1792,53.1792
20.75,6.6792,53.1792,53.1792
20.76,6.69145,53.19145,53.19145
20.77,6.69145,53.19145,53.19145
20.78,6.69145,53.19145,53.19145
20.79,6.69145,53.19145,53.19145
20.8,6.69145,53.19145,53.19145
20.81,6.69145,53.19145,53.19145
20.82,6.69145,53.19145,53.19145
20.83,6.69145,53.19145,53.19145
20.84,6.69145,53.19145,53.19145
20.85,6.69145,53.19145,53.19145
20.86,6.75281,53.25281,53.25281
20.87,6.75281,53.25281,53.25281
20.88,6.75281,53.25281,53.25281
20.89,6.75281,53.25281,53.25281
20.9,6.75281,53.25281,53.25281
20.91,6.75281,53.25281,53.25281
20.92,6.75281,53.25281,53.25281
20.93,6.75281,53.25281,53.25281
20.94,6.75281,53.25281,53.25281
20.95,6.75281,53.25281,53.25281
20.96,6.64873,53.14873,53.14873
20.97,6.64873,53.14873,53.14873
20.98,6.64873,53.14873,53.14873
20.99,6.64873,53.14873,53.14873
21,6.64873,53.14873,53.14873
21.01,6.64873,53.14873,53.14873
21.02,6.64873,53.14873,53.14873
21.03,6.64873,53.14873,53.14873
21.04,6.64873,53.14873,53.14873
21.05,6.64873,53.14873,53.14873
21.06,6.58385,53.08385,53.08385
21.07,6.58385,53.08385,53.08385
21.08,6.58385,53.08385,53.08385
21.09,6.58385,53.08385,53.08385
21.1,6.58385,53.08385,53.08385
21.11,6.58385,53.08385,53.08385
21.12,6.58385,53.08385,53.08385
21.13,6.58385,53.08385,53.08385
21.14,6.58385,53.08385,53.08385
21.15,6.58385,53.08385,53.08385
21.16,6.6489,53.1489,53.1489
21.17,6.6489,53.1489,53.1489
21.18,6.6489,53.1489,53.1489
21.19,6.6489,53.1489,53.1489
21.2,6.6489,53.1489,53.1489
21.21,6.6489,53.1489,53.1489
21.22,6.6489,53.1489,53.1489
21.23,6.6489,53.1489,53.1489
21.24,6.6489,53.1489,53.1489
21.25,6.6489,53.1489,53.1489
21.26,6.59286,53.09286,53.09286
21.27,6.59286,53.09286,53.09286
21.28,6.59286,53.09286,53.09286
21.29,6.59286,53.09286,53.09286
21.3,6.59286,53.09286,53.09286
21.31,6.59286,53.09286,53.09286
21.32,6.59286,53.09286,53.09286
21.33,6.59286,53.09286,53.09286
21.34,6.59286,53.09286,53.09286
21.35,6.59286,53.09286,53.09286
21.36,6.57357,53.07357,53.07357
21.37,6.57357,53.07357,53.07357
21.38,6.57357,53.07357,53.07357
21.39,6.57357,53.07357,53.07357
21.4,6.57357,53.07357,53.07357
21.41,6.57357,53.07357,53.07357
21.42,6.57357,53.07357,53.07357
21.43,6.57357,53.07357,53.07357
21.44,6.57357,53.07357,53.07357
21.45,6.57357,53.07357,53.07357
21.46,6.72337,53.22337,53.22337
21.47,6.72337,53.22337,53.22337
21.48,6.72337,53.22337,53.22337
21.49,6.72337,53.22337,53.22337
21.5,6.72337,53.22337,53.22337
21.51,6.72337,53.22337,53.22337
21.52,6.72337,53.22337,53.22337
21.53,6.72337,53.22337,53.22337
21.54,6.72337,53.22337,53.22337
21.55,6.72337,53.22337,53.22337
21.56,6.57609,53.07609,53.07609
21.57,6.57609,53.07609,53.07609
21.58,6.57609,53.07609,53.07609
21.59,6.57609,53.07609,53.07609
21.6,6.57609,53.07609,53.07609
21.61,6.57609,53.07609,53.07609
21.62,6.57609,53.07609,53.07609
21.63,6.57609,53.07609,53.07609
21.64,6.57609,53.07609,53.07609
21.65,6.57609,53.07609,53.07609
21.66,6.68364,53.18364,53.18364
21.67,6.68364,53.18364,53.18364
21.68,6.68364,53.18364,53.18364
21.69,6.68364,53.18364,53.18364
21.7,6.68364,53.18364,53.18364
21.71,6.68364,53.18364,53.18364
21.72,6.68364,53.18364,53.18364
21.73,6.68364,53.18364,53.18364
21.74,6.68364,53.18364,53.18364
21.75,6.68364,53.18364,53.18364
21.76,6.62173,53.12173,53.12173
21.77,6.62173,53.12173,53.12173
21.78,6.62173,53.12173,53.12173
21.79,6.62173,53.12173,53.12173
21.8,6.62173,53.12173,53.12173
21.81,6.62173,53.12173,53.12173
21.82,6.62173,53.12173,53.12173
21.83,6.62173,53.12173,53.12173
21.84,6.62173,53.12173,53.12173
21.85,6.62173,53.12173,53.12173
21.86,6.66033,53.16033,53.16033
21.87,6.66033,53.16033,53.16033
21.88,6.66033,53.16033,53.16033
21.89,6.66033,53.16033,53.16033
21.9,6.66033,53.16033,53.16033
21.91,6.66033,53.16033,53.16033
21.92,6.66033,53.16033,53.16033
21.93,6.66033,53.16033,53.16033
21.94,6.66033,53.16033,53.16033
21.95,6.66033,53.16033,53.16033
21.96,6.61838,53.11838,53.11838
21.97,6.61838,53.11838,53.11838
21.98,6.61838,53.11838,53.11838
21.99,6.61838,53.11838,53.11838
22,6.61838,53.11838,53.11838
22.01,6.61838,53.11838,53.11838
22.02,6.61838,53.11838,53.11838
22.03,6.61838,53.11838,53.11838
22.04,6.61838,53.11838,53.11838
22.05,6.61838,53.11838,53.11838
22.06,6.72692,53.22692,53.22692
22.07,6.72692,53.22692,53.22692
22.08,6.72692,53.22692,53.22692
22.09,6.72692,53.22692,53.22692
22.1,6.72692,53.22692,53.22692
